,path,plate_pattern
16221,train/HUVEC-08/Plate3/J10_s1,2
16222,train/HUVEC-08/Plate3/J12_s1,2
16223,train/HUVEC-08/Plate3/J13_s1,2
16224,train/HUVEC-08/Plate3/J14_s1,2
16225,train/HUVEC-08/Plate3/J16_s1,2
16226,train/HUVEC-08/Plate3/J17_s1,2
16227,train/HUVEC-08/Plate3/J18_s1,2
16228,train/HUVEC-08/Plate3/J20_s1,2
16229,train/HUVEC-08/Plate3/J21_s1,2
16230,train/HUVEC-08/Plate3/J23_s1,2
16231,train/HUVEC-08/Plate3/K02_s1,2
16232,train/HUVEC-08/Plate3/K03_s1,2
16233,train/HUVEC-08/Plate3/K04_s1,2
16234,train/HUVEC-08/Plate3/K05_s1,2
16235,train/HUVEC-08/Plate3/K06_s1,2
16236,train/HUVEC-08/Plate3/K07_s1,2
16237,train/HUVEC-08/Plate3/K08_s1,2
16238,train/HUVEC-08/Plate3/K09_s1,2
16239,train/HUVEC-08/Plate3/K10_s1,2
16240,train/HUVEC-08/Plate3/K11_s1,2
16241,train/HUVEC-08/Plate3/K12_s1,2
16242,train/HUVEC-08/Plate3/K13_s1,2
16243,train/HUVEC-08/Plate3/K14_s1,2
16244,train/HUVEC-08/Plate3/K15_s1,2
16245,train/HUVEC-08/Plate3/K16_s1,2
16246,train/HUVEC-08/Plate3/K17_s1,2
16247,train/HUVEC-08/Plate3/K18_s1,2
16248,train/HUVEC-08/Plate3/K19_s1,2
16249,train/HUVEC-08/Plate3/K20_s1,2
16250,train/HUVEC-08/Plate3/K21_s1,2
16251,train/HUVEC-08/Plate3/K22_s1,2
16252,train/HUVEC-08/Plate3/K23_s1,2
16253,train/HUVEC-08/Plate3/L02_s1,2
16254,train/HUVEC-08/Plate3/L03_s1,2
16255,train/HUVEC-08/Plate3/L04_s1,2
16256,train/HUVEC-08/Plate3/L05_s1,2
16257,train/HUVEC-08/Plate3/L06_s1,2
16258,train/HUVEC-08/Plate3/L07_s1,2
16259,train/HUVEC-08/Plate3/L08_s1,2
16260,train/HUVEC-08/Plate3/L09_s1,2
16261,train/HUVEC-08/Plate3/L10_s1,2
16262,train/HUVEC-08/Plate3/L11_s1,2
16263,train/HUVEC-08/Plate3/L12_s1,2
16264,train/HUVEC-08/Plate3/L13_s1,2
16265,train/HUVEC-08/Plate3/L14_s1,2
16266,train/HUVEC-08/Plate3/L15_s1,2
16267,train/HUVEC-08/Plate3/L16_s1,2
16268,train/HUVEC-08/Plate3/L17_s1,2
16269,train/HUVEC-08/Plate3/L18_s1,2
16270,train/HUVEC-08/Plate3/L19_s1,2
16271,train/HUVEC-08/Plate3/L20_s1,2
16272,train/HUVEC-08/Plate3/L21_s1,2
16273,train/HUVEC-08/Plate3/L22_s1,2
16274,train/HUVEC-08/Plate3/L23_s1,2
16275,train/HUVEC-08/Plate3/M02_s1,2
16276,train/HUVEC-08/Plate3/M04_s1,2
16277,train/HUVEC-08/Plate3/M05_s1,2
16278,train/HUVEC-08/Plate3/M06_s1,2
16279,train/HUVEC-08/Plate3/M08_s1,2
16280,train/HUVEC-08/Plate3/M09_s1,2
16281,train/HUVEC-08/Plate3/M10_s1,2
16282,train/HUVEC-08/Plate3/M12_s1,2
16283,train/HUVEC-08/Plate3/M13_s1,2
16284,train/HUVEC-08/Plate3/M14_s1,2
16285,train/HUVEC-08/Plate3/M16_s1,2
16286,train/HUVEC-08/Plate3/M17_s1,2
16287,train/HUVEC-08/Plate3/M18_s1,2
16288,train/HUVEC-08/Plate3/M20_s1,2
16289,train/HUVEC-08/Plate3/M21_s1,2
16290,train/HUVEC-08/Plate3/M23_s1,2
16291,train/HUVEC-08/Plate3/N02_s1,2
16292,train/HUVEC-08/Plate3/N03_s1,2
16293,train/HUVEC-08/Plate3/N04_s1,2
16294,train/HUVEC-08/Plate3/N05_s1,2
16295,train/HUVEC-08/Plate3/N06_s1,2
16296,train/HUVEC-08/Plate3/N07_s1,2
16297,train/HUVEC-08/Plate3/N08_s1,2
16298,train/HUVEC-08/Plate3/N09_s1,2
16299,train/HUVEC-08/Plate3/N10_s1,2
16300,train/HUVEC-08/Plate3/N11_s1,2
16301,train/HUVEC-08/Plate3/N12_s1,2
16302,train/HUVEC-08/Plate3/N13_s1,2
16303,train/HUVEC-08/Plate3/N14_s1,2
16304,train/HUVEC-08/Plate3/N15_s1,2
16305,train/HUVEC-08/Plate3/N16_s1,2
16306,train/HUVEC-08/Plate3/N17_s1,2
16307,train/HUVEC-08/Plate3/N18_s1,2
16308,train/HUVEC-08/Plate3/N19_s1,2
16309,train/HUVEC-08/Plate3/N20_s1,2
16310,train/HUVEC-08/Plate3/N21_s1,2
16311,train/HUVEC-08/Plate3/N22_s1,2
16312,train/HUVEC-08/Plate3/N23_s1,2
16313,train/HUVEC-08/Plate3/O02_s1,2
16314,train/HUVEC-08/Plate3/O03_s1,2
16315,train/HUVEC-08/Plate3/O04_s1,2
16316,train/HUVEC-08/Plate3/O05_s1,2
16317,train/HUVEC-08/Plate3/O06_s1,2
16318,train/HUVEC-08/Plate3/O07_s1,2
16319,train/HUVEC-08/Plate3/O08_s1,2
16320,train/HUVEC-08/Plate3/O09_s1,2
16321,train/HUVEC-08/Plate3/O10_s1,2
16322,train/HUVEC-08/Plate3/O11_s1,2
16323,train/HUVEC-08/Plate3/O12_s1,2
16324,train/HUVEC-08/Plate3/O13_s1,2
16325,train/HUVEC-08/Plate3/O14_s1,2
16326,train/HUVEC-08/Plate3/O15_s1,2
16327,train/HUVEC-08/Plate3/O16_s1,2
16328,train/HUVEC-08/Plate3/O17_s1,2
16329,train/HUVEC-08/Plate3/O18_s1,2
16330,train/HUVEC-08/Plate3/O19_s1,2
16331,train/HUVEC-08/Plate3/O20_s1,2
16332,train/HUVEC-08/Plate3/O21_s1,2
16333,train/HUVEC-08/Plate3/O22_s1,2
16334,train/HUVEC-08/Plate3/O23_s1,2
16335,train/HUVEC-08/Plate4/B03_s1,3
16336,train/HUVEC-08/Plate4/B04_s1,3
16337,train/HUVEC-08/Plate4/B05_s1,3
16338,train/HUVEC-08/Plate4/B06_s1,3
16339,train/HUVEC-08/Plate4/B07_s1,3
16340,train/HUVEC-08/Plate4/B08_s1,3
16341,train/HUVEC-08/Plate4/B09_s1,3
16342,train/HUVEC-08/Plate4/B10_s1,3
16343,train/HUVEC-08/Plate4/B11_s1,3
16344,train/HUVEC-08/Plate4/B12_s1,3
16345,train/HUVEC-08/Plate4/B13_s1,3
16346,train/HUVEC-08/Plate4/B14_s1,3
16347,train/HUVEC-08/Plate4/B15_s1,3
16348,train/HUVEC-08/Plate4/B16_s1,3
16349,train/HUVEC-08/Plate4/B17_s1,3
16350,train/HUVEC-08/Plate4/B18_s1,3
16351,train/HUVEC-08/Plate4/B19_s1,3
16352,train/HUVEC-08/Plate4/B20_s1,3
16353,train/HUVEC-08/Plate4/B21_s1,3
16354,train/HUVEC-08/Plate4/B22_s1,3
16355,train/HUVEC-08/Plate4/B23_s1,3
16356,train/HUVEC-08/Plate4/C02_s1,3
16357,train/HUVEC-08/Plate4/C04_s1,3
16358,train/HUVEC-08/Plate4/C05_s1,3
16359,train/HUVEC-08/Plate4/C06_s1,3
16360,train/HUVEC-08/Plate4/C08_s1,3
16361,train/HUVEC-08/Plate4/C09_s1,3
16362,train/HUVEC-08/Plate4/C10_s1,3
16363,train/HUVEC-08/Plate4/C12_s1,3
16364,train/HUVEC-08/Plate4/C13_s1,3
16365,train/HUVEC-08/Plate4/C14_s1,3
16366,train/HUVEC-08/Plate4/C16_s1,3
16367,train/HUVEC-08/Plate4/C17_s1,3
16368,train/HUVEC-08/Plate4/C18_s1,3
16369,train/HUVEC-08/Plate4/C20_s1,3
16370,train/HUVEC-08/Plate4/C21_s1,3
16371,train/HUVEC-08/Plate4/C23_s1,3
16372,train/HUVEC-08/Plate4/D02_s1,3
16373,train/HUVEC-08/Plate4/D03_s1,3
16374,train/HUVEC-08/Plate4/D04_s1,3
16375,train/HUVEC-08/Plate4/D05_s1,3
16376,train/HUVEC-08/Plate4/D06_s1,3
16377,train/HUVEC-08/Plate4/D07_s1,3
16378,train/HUVEC-08/Plate4/D08_s1,3
16379,train/HUVEC-08/Plate4/D09_s1,3
16380,train/HUVEC-08/Plate4/D10_s1,3
16381,train/HUVEC-08/Plate4/D11_s1,3
16382,train/HUVEC-08/Plate4/D12_s1,3
16383,train/HUVEC-08/Plate4/D13_s1,3
16384,train/HUVEC-08/Plate4/D14_s1,3
16385,train/HUVEC-08/Plate4/D15_s1,3
16386,train/HUVEC-08/Plate4/D16_s1,3
16387,train/HUVEC-08/Plate4/D17_s1,3
16388,train/HUVEC-08/Plate4/D18_s1,3
16389,train/HUVEC-08/Plate4/D19_s1,3
16390,train/HUVEC-08/Plate4/D20_s1,3
16391,train/HUVEC-08/Plate4/D21_s1,3
16392,train/HUVEC-08/Plate4/D22_s1,3
16393,train/HUVEC-08/Plate4/D23_s1,3
16394,train/HUVEC-08/Plate4/E02_s1,3
16395,train/HUVEC-08/Plate4/E03_s1,3
16396,train/HUVEC-08/Plate4/E04_s1,3
16397,train/HUVEC-08/Plate4/E05_s1,3
16398,train/HUVEC-08/Plate4/E06_s1,3
16399,train/HUVEC-08/Plate4/E07_s1,3
16400,train/HUVEC-08/Plate4/E08_s1,3
16401,train/HUVEC-08/Plate4/E09_s1,3
16402,train/HUVEC-08/Plate4/E10_s1,3
16403,train/HUVEC-08/Plate4/E11_s1,3
16404,train/HUVEC-08/Plate4/E12_s1,3
16405,train/HUVEC-08/Plate4/E13_s1,3
16406,train/HUVEC-08/Plate4/E14_s1,3
16407,train/HUVEC-08/Plate4/E15_s1,3
16408,train/HUVEC-08/Plate4/E16_s1,3
16409,train/HUVEC-08/Plate4/E17_s1,3
16410,train/HUVEC-08/Plate4/E18_s1,3
16411,train/HUVEC-08/Plate4/E19_s1,3
16412,train/HUVEC-08/Plate4/E20_s1,3
16413,train/HUVEC-08/Plate4/E21_s1,3
16414,train/HUVEC-08/Plate4/E22_s1,3
16415,train/HUVEC-08/Plate4/E23_s1,3
16416,train/HUVEC-08/Plate4/F02_s1,3
16417,train/HUVEC-08/Plate4/F04_s1,3
16418,train/HUVEC-08/Plate4/F05_s1,3
16419,train/HUVEC-08/Plate4/F06_s1,3
16420,train/HUVEC-08/Plate4/F08_s1,3
16421,train/HUVEC-08/Plate4/F09_s1,3
16422,train/HUVEC-08/Plate4/F10_s1,3
16423,train/HUVEC-08/Plate4/F12_s1,3
16424,train/HUVEC-08/Plate4/F13_s1,3
16425,train/HUVEC-08/Plate4/F14_s1,3
16426,train/HUVEC-08/Plate4/F16_s1,3
16427,train/HUVEC-08/Plate4/F17_s1,3
16428,train/HUVEC-08/Plate4/F18_s1,3
16429,train/HUVEC-08/Plate4/F20_s1,3
16430,train/HUVEC-08/Plate4/F21_s1,3
16431,train/HUVEC-08/Plate4/F23_s1,3
16432,train/HUVEC-08/Plate4/G02_s1,3
16433,train/HUVEC-08/Plate4/G03_s1,3
16434,train/HUVEC-08/Plate4/G04_s1,3
16435,train/HUVEC-08/Plate4/G05_s1,3
16436,train/HUVEC-08/Plate4/G06_s1,3
16437,train/HUVEC-08/Plate4/G07_s1,3
16438,train/HUVEC-08/Plate4/G08_s1,3
16439,train/HUVEC-08/Plate4/G09_s1,3
16440,train/HUVEC-08/Plate4/G10_s1,3
16441,train/HUVEC-08/Plate4/G11_s1,3
16442,train/HUVEC-08/Plate4/G12_s1,3
16443,train/HUVEC-08/Plate4/G13_s1,3
16444,train/HUVEC-08/Plate4/G14_s1,3
16445,train/HUVEC-08/Plate4/G15_s1,3
16446,train/HUVEC-08/Plate4/G16_s1,3
16447,train/HUVEC-08/Plate4/G17_s1,3
16448,train/HUVEC-08/Plate4/G18_s1,3
16449,train/HUVEC-08/Plate4/G19_s1,3
16450,train/HUVEC-08/Plate4/G20_s1,3
16451,train/HUVEC-08/Plate4/G21_s1,3
16452,train/HUVEC-08/Plate4/G22_s1,3
16453,train/HUVEC-08/Plate4/G23_s1,3
16454,train/HUVEC-08/Plate4/H02_s1,3
16455,train/HUVEC-08/Plate4/H04_s1,3
16456,train/HUVEC-08/Plate4/H05_s1,3
16457,train/HUVEC-08/Plate4/H06_s1,3
16458,train/HUVEC-08/Plate4/H08_s1,3
16459,train/HUVEC-08/Plate4/H09_s1,3
16460,train/HUVEC-08/Plate4/H10_s1,3
16461,train/HUVEC-08/Plate4/H12_s1,3
16462,train/HUVEC-08/Plate4/H13_s1,3
16463,train/HUVEC-08/Plate4/H14_s1,3
16464,train/HUVEC-08/Plate4/H16_s1,3
16465,train/HUVEC-08/Plate4/H17_s1,3
16466,train/HUVEC-08/Plate4/H18_s1,3
16467,train/HUVEC-08/Plate4/H20_s1,3
16468,train/HUVEC-08/Plate4/H21_s1,3
16469,train/HUVEC-08/Plate4/H23_s1,3
16470,train/HUVEC-08/Plate4/I02_s1,3
16471,train/HUVEC-08/Plate4/I03_s1,3
16472,train/HUVEC-08/Plate4/I04_s1,3
16473,train/HUVEC-08/Plate4/I05_s1,3
16474,train/HUVEC-08/Plate4/I06_s1,3
16475,train/HUVEC-08/Plate4/I07_s1,3
16476,train/HUVEC-08/Plate4/I08_s1,3
16477,train/HUVEC-08/Plate4/I09_s1,3
16478,train/HUVEC-08/Plate4/I10_s1,3
16479,train/HUVEC-08/Plate4/I11_s1,3
16480,train/HUVEC-08/Plate4/I12_s1,3
16481,train/HUVEC-08/Plate4/I13_s1,3
16482,train/HUVEC-08/Plate4/I14_s1,3
16483,train/HUVEC-08/Plate4/I15_s1,3
16484,train/HUVEC-08/Plate4/I16_s1,3
16485,train/HUVEC-08/Plate4/I17_s1,3
16486,train/HUVEC-08/Plate4/I18_s1,3
16487,train/HUVEC-08/Plate4/I19_s1,3
16488,train/HUVEC-08/Plate4/I20_s1,3
16489,train/HUVEC-08/Plate4/I21_s1,3
16490,train/HUVEC-08/Plate4/I22_s1,3
16491,train/HUVEC-08/Plate4/I23_s1,3
16492,train/HUVEC-08/Plate4/J02_s1,3
16493,train/HUVEC-08/Plate4/J04_s1,3
16494,train/HUVEC-08/Plate4/J05_s1,3
16495,train/HUVEC-08/Plate4/J06_s1,3
16496,train/HUVEC-08/Plate4/J08_s1,3
16497,train/HUVEC-08/Plate4/J09_s1,3
16498,train/HUVEC-08/Plate4/J10_s1,3
16499,train/HUVEC-08/Plate4/J12_s1,3
16500,train/HUVEC-08/Plate4/J13_s1,3
16501,train/HUVEC-08/Plate4/J14_s1,3
16502,train/HUVEC-08/Plate4/J16_s1,3
16503,train/HUVEC-08/Plate4/J17_s1,3
16504,train/HUVEC-08/Plate4/J18_s1,3
16505,train/HUVEC-08/Plate4/J20_s1,3
16506,train/HUVEC-08/Plate4/J21_s1,3
16507,train/HUVEC-08/Plate4/J23_s1,3
16508,train/HUVEC-08/Plate4/K02_s1,3
16509,train/HUVEC-08/Plate4/K03_s1,3
16510,train/HUVEC-08/Plate4/K04_s1,3
16511,train/HUVEC-08/Plate4/K05_s1,3
16512,train/HUVEC-08/Plate4/K06_s1,3
16513,train/HUVEC-08/Plate4/K07_s1,3
16514,train/HUVEC-08/Plate4/K08_s1,3
16515,train/HUVEC-08/Plate4/K09_s1,3
16516,train/HUVEC-08/Plate4/K10_s1,3
16517,train/HUVEC-08/Plate4/K11_s1,3
16518,train/HUVEC-08/Plate4/K12_s1,3
16519,train/HUVEC-08/Plate4/K13_s1,3
16520,train/HUVEC-08/Plate4/K14_s1,3
16521,train/HUVEC-08/Plate4/K15_s1,3
16522,train/HUVEC-08/Plate4/K16_s1,3
16523,train/HUVEC-08/Plate4/K17_s1,3
16524,train/HUVEC-08/Plate4/K18_s1,3
16525,train/HUVEC-08/Plate4/K19_s1,3
16526,train/HUVEC-08/Plate4/K20_s1,3
16527,train/HUVEC-08/Plate4/K21_s1,3
16528,train/HUVEC-08/Plate4/K22_s1,3
16529,train/HUVEC-08/Plate4/K23_s1,3
16530,train/HUVEC-08/Plate4/L02_s1,3
16531,train/HUVEC-08/Plate4/L03_s1,3
16532,train/HUVEC-08/Plate4/L04_s1,3
16533,train/HUVEC-08/Plate4/L05_s1,3
16534,train/HUVEC-08/Plate4/L06_s1,3
16535,train/HUVEC-08/Plate4/L07_s1,3
16536,train/HUVEC-08/Plate4/L08_s1,3
16537,train/HUVEC-08/Plate4/L09_s1,3
16538,train/HUVEC-08/Plate4/L10_s1,3
16539,train/HUVEC-08/Plate4/L11_s1,3
16540,train/HUVEC-08/Plate4/L12_s1,3
16541,train/HUVEC-08/Plate4/L13_s1,3
16542,train/HUVEC-08/Plate4/L14_s1,3
16543,train/HUVEC-08/Plate4/L15_s1,3
16544,train/HUVEC-08/Plate4/L16_s1,3
16545,train/HUVEC-08/Plate4/L17_s1,3
16546,train/HUVEC-08/Plate4/L18_s1,3
16547,train/HUVEC-08/Plate4/L19_s1,3
16548,train/HUVEC-08/Plate4/L20_s1,3
16549,train/HUVEC-08/Plate4/L21_s1,3
16550,train/HUVEC-08/Plate4/L22_s1,3
16551,train/HUVEC-08/Plate4/L23_s1,3
16552,train/HUVEC-08/Plate4/M02_s1,3
16553,train/HUVEC-08/Plate4/M04_s1,3
16554,train/HUVEC-08/Plate4/M05_s1,3
16555,train/HUVEC-08/Plate4/M06_s1,3
16556,train/HUVEC-08/Plate4/M08_s1,3
16557,train/HUVEC-08/Plate4/M09_s1,3
16558,train/HUVEC-08/Plate4/M10_s1,3
16559,train/HUVEC-08/Plate4/M12_s1,3
16560,train/HUVEC-08/Plate4/M13_s1,3
16561,train/HUVEC-08/Plate4/M14_s1,3
16562,train/HUVEC-08/Plate4/M16_s1,3
16563,train/HUVEC-08/Plate4/M17_s1,3
16564,train/HUVEC-08/Plate4/M18_s1,3
16565,train/HUVEC-08/Plate4/M20_s1,3
16566,train/HUVEC-08/Plate4/M21_s1,3
16567,train/HUVEC-08/Plate4/M23_s1,3
16568,train/HUVEC-08/Plate4/N02_s1,3
16569,train/HUVEC-08/Plate4/N03_s1,3
16570,train/HUVEC-08/Plate4/N04_s1,3
16571,train/HUVEC-08/Plate4/N05_s1,3
16572,train/HUVEC-08/Plate4/N06_s1,3
16573,train/HUVEC-08/Plate4/N07_s1,3
16574,train/HUVEC-08/Plate4/N08_s1,3
16575,train/HUVEC-08/Plate4/N09_s1,3
16576,train/HUVEC-08/Plate4/N10_s1,3
16577,train/HUVEC-08/Plate4/N11_s1,3
16578,train/HUVEC-08/Plate4/N12_s1,3
16579,train/HUVEC-08/Plate4/N13_s1,3
16580,train/HUVEC-08/Plate4/N14_s1,3
16581,train/HUVEC-08/Plate4/N15_s1,3
16582,train/HUVEC-08/Plate4/N16_s1,3
16583,train/HUVEC-08/Plate4/N17_s1,3
16584,train/HUVEC-08/Plate4/N18_s1,3
16585,train/HUVEC-08/Plate4/N19_s1,3
16586,train/HUVEC-08/Plate4/N20_s1,3
16587,train/HUVEC-08/Plate4/N21_s1,3
16588,train/HUVEC-08/Plate4/N22_s1,3
16589,train/HUVEC-08/Plate4/N23_s1,3
16590,train/HUVEC-08/Plate4/O02_s1,3
16591,train/HUVEC-08/Plate4/O03_s1,3
16592,train/HUVEC-08/Plate4/O04_s1,3
16593,train/HUVEC-08/Plate4/O05_s1,3
16594,train/HUVEC-08/Plate4/O06_s1,3
16595,train/HUVEC-08/Plate4/O07_s1,3
16596,train/HUVEC-08/Plate4/O08_s1,3
16597,train/HUVEC-08/Plate4/O09_s1,3
16598,train/HUVEC-08/Plate4/O10_s1,3
16599,train/HUVEC-08/Plate4/O11_s1,3
16600,train/HUVEC-08/Plate4/O12_s1,3
16601,train/HUVEC-08/Plate4/O13_s1,3
16602,train/HUVEC-08/Plate4/O14_s1,3
16603,train/HUVEC-08/Plate4/O15_s1,3
16604,train/HUVEC-08/Plate4/O16_s1,3
16605,train/HUVEC-08/Plate4/O17_s1,3
16606,train/HUVEC-08/Plate4/O18_s1,3
16607,train/HUVEC-08/Plate4/O19_s1,3
16608,train/HUVEC-08/Plate4/O20_s1,3
16609,train/HUVEC-08/Plate4/O21_s1,3
16610,train/HUVEC-08/Plate4/O22_s1,3
16611,train/HUVEC-08/Plate4/O23_s1,3
16612,train/HUVEC-09/Plate1/B03_s1,1
16613,train/HUVEC-09/Plate1/B04_s1,1
16614,train/HUVEC-09/Plate1/B05_s1,1
16615,train/HUVEC-09/Plate1/B06_s1,1
16616,train/HUVEC-09/Plate1/B07_s1,1
16617,train/HUVEC-09/Plate1/B08_s1,1
16618,train/HUVEC-09/Plate1/B09_s1,1
16619,train/HUVEC-09/Plate1/B10_s1,1
16620,train/HUVEC-09/Plate1/B11_s1,1
16621,train/HUVEC-09/Plate1/B12_s1,1
16622,train/HUVEC-09/Plate1/B13_s1,1
16623,train/HUVEC-09/Plate1/B14_s1,1
16624,train/HUVEC-09/Plate1/B15_s1,1
16625,train/HUVEC-09/Plate1/B16_s1,1
16626,train/HUVEC-09/Plate1/B17_s1,1
16627,train/HUVEC-09/Plate1/B18_s1,1
16628,train/HUVEC-09/Plate1/B19_s1,1
16629,train/HUVEC-09/Plate1/B20_s1,1
16630,train/HUVEC-09/Plate1/B21_s1,1
16631,train/HUVEC-09/Plate1/B22_s1,1
16632,train/HUVEC-09/Plate1/B23_s1,1
16633,train/HUVEC-09/Plate1/C02_s1,1
16634,train/HUVEC-09/Plate1/C04_s1,1
16635,train/HUVEC-09/Plate1/C05_s1,1
16636,train/HUVEC-09/Plate1/C06_s1,1
16637,train/HUVEC-09/Plate1/C08_s1,1
16638,train/HUVEC-09/Plate1/C09_s1,1
16639,train/HUVEC-09/Plate1/C10_s1,1
16640,train/HUVEC-09/Plate1/C12_s1,1
16641,train/HUVEC-09/Plate1/C13_s1,1
16642,train/HUVEC-09/Plate1/C14_s1,1
16643,train/HUVEC-09/Plate1/C16_s1,1
16644,train/HUVEC-09/Plate1/C17_s1,1
16645,train/HUVEC-09/Plate1/C18_s1,1
16646,train/HUVEC-09/Plate1/C20_s1,1
16647,train/HUVEC-09/Plate1/C21_s1,1
16648,train/HUVEC-09/Plate1/C23_s1,1
16649,train/HUVEC-09/Plate1/D02_s1,1
16650,train/HUVEC-09/Plate1/D03_s1,1
16651,train/HUVEC-09/Plate1/D04_s1,1
16652,train/HUVEC-09/Plate1/D05_s1,1
16653,train/HUVEC-09/Plate1/D06_s1,1
16654,train/HUVEC-09/Plate1/D07_s1,1
16655,train/HUVEC-09/Plate1/D08_s1,1
16656,train/HUVEC-09/Plate1/D09_s1,1
16657,train/HUVEC-09/Plate1/D10_s1,1
16658,train/HUVEC-09/Plate1/D11_s1,1
16659,train/HUVEC-09/Plate1/D12_s1,1
16660,train/HUVEC-09/Plate1/D13_s1,1
16661,train/HUVEC-09/Plate1/D14_s1,1
16662,train/HUVEC-09/Plate1/D15_s1,1
16663,train/HUVEC-09/Plate1/D16_s1,1
16664,train/HUVEC-09/Plate1/D17_s1,1
16665,train/HUVEC-09/Plate1/D18_s1,1
16666,train/HUVEC-09/Plate1/D19_s1,1
16667,train/HUVEC-09/Plate1/D20_s1,1
16668,train/HUVEC-09/Plate1/D21_s1,1
16669,train/HUVEC-09/Plate1/D22_s1,1
16670,train/HUVEC-09/Plate1/D23_s1,1
16671,train/HUVEC-09/Plate1/E02_s1,1
16672,train/HUVEC-09/Plate1/E03_s1,1
16673,train/HUVEC-09/Plate1/E04_s1,1
16674,train/HUVEC-09/Plate1/E05_s1,1
16675,train/HUVEC-09/Plate1/E06_s1,1
16676,train/HUVEC-09/Plate1/E07_s1,1
16677,train/HUVEC-09/Plate1/E08_s1,1
16678,train/HUVEC-09/Plate1/E09_s1,1
16679,train/HUVEC-09/Plate1/E10_s1,1
16680,train/HUVEC-09/Plate1/E11_s1,1
16681,train/HUVEC-09/Plate1/E12_s1,1
16682,train/HUVEC-09/Plate1/E13_s1,1
16683,train/HUVEC-09/Plate1/E14_s1,1
16684,train/HUVEC-09/Plate1/E15_s1,1
16685,train/HUVEC-09/Plate1/E16_s1,1
16686,train/HUVEC-09/Plate1/E17_s1,1
16687,train/HUVEC-09/Plate1/E18_s1,1
16688,train/HUVEC-09/Plate1/E19_s1,1
16689,train/HUVEC-09/Plate1/E20_s1,1
16690,train/HUVEC-09/Plate1/E21_s1,1
16691,train/HUVEC-09/Plate1/E22_s1,1
16692,train/HUVEC-09/Plate1/E23_s1,1
16693,train/HUVEC-09/Plate1/F02_s1,1
16694,train/HUVEC-09/Plate1/F04_s1,1
16695,train/HUVEC-09/Plate1/F05_s1,1
16696,train/HUVEC-09/Plate1/F06_s1,1
16697,train/HUVEC-09/Plate1/F08_s1,1
16698,train/HUVEC-09/Plate1/F09_s1,1
16699,train/HUVEC-09/Plate1/F10_s1,1
16700,train/HUVEC-09/Plate1/F12_s1,1
16701,train/HUVEC-09/Plate1/F13_s1,1
16702,train/HUVEC-09/Plate1/F14_s1,1
16703,train/HUVEC-09/Plate1/F16_s1,1
16704,train/HUVEC-09/Plate1/F17_s1,1
16705,train/HUVEC-09/Plate1/F18_s1,1
16706,train/HUVEC-09/Plate1/F20_s1,1
16707,train/HUVEC-09/Plate1/F21_s1,1
16708,train/HUVEC-09/Plate1/F23_s1,1
16709,train/HUVEC-09/Plate1/G02_s1,1
16710,train/HUVEC-09/Plate1/G03_s1,1
16711,train/HUVEC-09/Plate1/G04_s1,1
16712,train/HUVEC-09/Plate1/G05_s1,1
16713,train/HUVEC-09/Plate1/G06_s1,1
16714,train/HUVEC-09/Plate1/G07_s1,1
16715,train/HUVEC-09/Plate1/G08_s1,1
16716,train/HUVEC-09/Plate1/G09_s1,1
16717,train/HUVEC-09/Plate1/G10_s1,1
16718,train/HUVEC-09/Plate1/G11_s1,1
16719,train/HUVEC-09/Plate1/G12_s1,1
16720,train/HUVEC-09/Plate1/G13_s1,1
16721,train/HUVEC-09/Plate1/G14_s1,1
16722,train/HUVEC-09/Plate1/G15_s1,1
16723,train/HUVEC-09/Plate1/G16_s1,1
16724,train/HUVEC-09/Plate1/G17_s1,1
16725,train/HUVEC-09/Plate1/G18_s1,1
16726,train/HUVEC-09/Plate1/G19_s1,1
16727,train/HUVEC-09/Plate1/G20_s1,1
16728,train/HUVEC-09/Plate1/G21_s1,1
16729,train/HUVEC-09/Plate1/G22_s1,1
16730,train/HUVEC-09/Plate1/G23_s1,1
16731,train/HUVEC-09/Plate1/H02_s1,1
16732,train/HUVEC-09/Plate1/H04_s1,1
16733,train/HUVEC-09/Plate1/H05_s1,1
16734,train/HUVEC-09/Plate1/H06_s1,1
16735,train/HUVEC-09/Plate1/H08_s1,1
16736,train/HUVEC-09/Plate1/H09_s1,1
16737,train/HUVEC-09/Plate1/H10_s1,1
16738,train/HUVEC-09/Plate1/H12_s1,1
16739,train/HUVEC-09/Plate1/H13_s1,1
16740,train/HUVEC-09/Plate1/H14_s1,1
16741,train/HUVEC-09/Plate1/H16_s1,1
16742,train/HUVEC-09/Plate1/H17_s1,1
16743,train/HUVEC-09/Plate1/H18_s1,1
16744,train/HUVEC-09/Plate1/H20_s1,1
16745,train/HUVEC-09/Plate1/H21_s1,1
16746,train/HUVEC-09/Plate1/H23_s1,1
16747,train/HUVEC-09/Plate1/I02_s1,1
16748,train/HUVEC-09/Plate1/I03_s1,1
16749,train/HUVEC-09/Plate1/I04_s1,1
16750,train/HUVEC-09/Plate1/I05_s1,1
16751,train/HUVEC-09/Plate1/I06_s1,1
16752,train/HUVEC-09/Plate1/I07_s1,1
16753,train/HUVEC-09/Plate1/I08_s1,1
16754,train/HUVEC-09/Plate1/I09_s1,1
16755,train/HUVEC-09/Plate1/I10_s1,1
16756,train/HUVEC-09/Plate1/I11_s1,1
16757,train/HUVEC-09/Plate1/I12_s1,1
16758,train/HUVEC-09/Plate1/I13_s1,1
